trip_distance,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,imp_surcharge,total_amount,pickup_location_id,dropoff_location_id,month,day,day_of_week,hour_of_day,trip_duration
8.91,1,25.5,1,0.5,4.8,5.76,0.3,37.86,138,140,4,6,4,17,1909
9,1,27,0.5,0.5,8.5,5.76,0.3,42.56,138,90,10,16,1,23,3530
11.7,1,38,0,0.5,8.91,5.76,0.3,53.47,138,170,2,27,1,8,2588
7.2,1,24,1,0.5,5.16,0,0.3,30.96,140,13,8,9,3,18,2321
9,1,28.5,0.5,0.5,2.5,0,0.3,32.3,263,231,6,5,1,22,2235
6.85,1,24,0,0.5,6.2,0,0.3,31,13,162,3,17,5,14,4430
11.28,1,34,0,0.5,8.11,5.76,0.3,48.67,230,138,10,28,6,10,1090
11.7,1,34.5,0.5,0.5,7.69,2.64,0.3,46.13,161,200,3,27,1,22,1065
12.12,2,39,0.5,0.5,0,5.76,0.3,46.06,138,48,5,17,3,22,1658
11.83,1,40.5,1,0.5,9.61,5.76,0.3,57.67,138,230,3,28,2,17,952
6.73,1,24,0,0.5,4.96,0,0.3,29.76,48,42,4,16,0,7,83810
10.5,1,33,0,0.5,9.89,5.76,0.3,49.45,138,142,2,6,1,14,3256
9.8,1,37.5,1,0.5,9,5.76,0.3,54.06,230,138,2,23,4,16,1922
12.18,1,41,0.5,0.5,0,0,0.3,42.3,164,14,2,8,3,22,3508
13.5,1,42.5,0.5,0.5,8.75,0,0.3,52.55,186,11,10,4,3,23,1631
12.12,1,47,1,0.5,10.91,5.76,0.3,65.47,138,164,6,14,3,16,2379
8.52,1,32,0,0.5,5.78,5.76,0.3,44.34,138,186,12,10,0,12,1237
7.03,2,24,0.5,0.5,0,0,0.3,25.3,100,157,6,28,3,23,1794
12.5,1,38,0.5,0.5,7.85,0,0.3,47.15,132,49,4,3,1,21,1306
35.6,1,118,0.5,0,28.55,24.02,0.3,171.37,132,1,3,28,2,20,3971.000000000001
14.3,1,65.5,0,0,15.55,12,0.3,93.35,261,1,10,12,4,13,2804
7.94,1,25.5,0.5,0.5,5.36,0,0.3,32.16,138,237,2,24,5,21,3126
9.5,1,29.5,1,0.5,6,5.76,0.3,43.06,138,116,2,6,1,17,1796
8.1,1,25.5,0.5,0.5,6.7,0,0.3,33.5,229,40,2,26,0,20,2445
9.62,1,28,0.5,0.5,5.86,0,0.3,35.16,79,138,2,8,3,4,1160
9.82,1,29,0,0.5,7.11,5.76,0.3,42.67,161,138,11,29,3,12,1637
9.83,1,28.5,0.5,0.5,8.89,5.76,0.3,44.45,162,95,8,20,0,22,1485
9.77,1,30,0,0.5,6.16,0,0.3,36.96,79,138,12,21,4,9,1785
10.97,1,36,1,0.5,5.5,5.76,0.3,49.06,90,138,3,8,3,16,1110
7.6,2,31,1,0.5,0,0,0.3,32.8,132,203,11,9,4,17,2039
5.2,1,25,0.5,0.5,5.25,0,0.3,31.55,79,181,3,3,5,23,2967
18.9,1,55.5,0,0.5,11.25,0,0.3,67.55,132,25,1,6,5,17,1725
13.3,1,39.5,0.5,0.5,6,0,0.3,46.8,138,79,6,5,1,20,1128
15.4,1,49.5,0,0.5,10.05,0,0.3,60.35,132,66,1,19,4,13,1466
22.63,1,60.5,0.5,0.5,18.54,0,0.3,80.34,132,40,12,11,1,5,2533
5.1,1,27.5,1,0.5,5.85,0,0.3,35.15,236,114,2,7,2,17,1868
20,1,60.5,0,0.5,12.26,0,0.3,73.56,132,79,3,18,6,19,2515
14.66,1,42,0,0.5,9.71,5.76,0.3,58.27,138,261,3,18,6,16,3255
11.4,1,37.5,0,0.5,8.81,5.76,0.3,52.87,138,230,1,19,4,14,2250
7.25,1,23,0,0.5,4.76,0,0.3,28.56,13,140,10,4,3,9,2331
11.18,1,33,0.5,0.5,8.01,5.76,0.3,48.07,138,161,1,17,2,21,1382
8.13,1,28,0.5,0.5,3.5,0,0.3,32.8,234,181,10,5,4,0,1151
8.6,1,27,1,0.5,6.9,5.76,0.3,41.46,138,263,1,18,3,17,1748
10.7,2,32,0.5,0.5,0,0,0.3,33.3,246,241,1,30,1,0,1604
7.6,1,23.5,0.5,0.5,6.11,5.76,0.3,36.67,262,138,5,4,4,5,1165
21.1,1,59.5,0.5,0.5,9.98,5.76,0.3,76.54,247,222,6,15,4,23,2540
3.6,1,21.5,0,0.5,4.45,0,0.3,26.75,45,68,9,12,2,10,1068
5.7,1,24,0,0.5,6.2,0,0.3,31,230,42,8,30,3,14,2347
14.9,1,43,0,0.5,8.75,0,0.3,52.55,132,112,8,22,2,7,51
8.23,1,27.5,1,0.5,5.86,0,0.3,35.16,45,262,5,1,1,16,1394
10.71,1,33,0,0.5,9.89,5.76,0.3,49.45,138,142,2,7,2,12,2735
4.39,1,22.5,0,0.5,4.66,0,0.3,27.96,234,238,6,27,2,15,1369
7.26,2,23,0.5,0.5,0,0,0.3,24.3,87,262,11,19,0,21,143
26.4,1,79.5,0,0.5,0,5.76,0.3,86.06,238,132,4,18,2,14,4508
9.85,1,28,0.5,0.5,7.01,5.76,0.3,42.07,138,229,11,7,2,23,2698
4.5,1,22,0,0.5,4.55,0,0.3,27.35,238,164,11,16,4,13,2234
11.2,2,39,0,0.5,0,0,0.3,39.8,132,95,3,30,4,14,1617
5.3,1,30.5,1,0.5,8.05,0,0.3,40.35,48,65,4,25,2,16,2208
10.55,1,37.5,0.5,0.5,10,0,0.3,48.8,90,14,2,24,5,21,2570
8.84,1,30,0.5,0.5,6.26,0,0.3,37.56,114,160,6,24,6,4,1056
2.7,1,27,0,0.5,5.56,0,0.3,33.36,186,229,3,29,3,13,92
9.12,1,28.5,1,0.5,9.02,5.76,0.3,45.08,138,107,9,24,0,16,2002
13.4,1,53.5,0.5,0.5,10.95,0,0.3,65.75,132,265,5,23,2,1,2045
9.53,1,32.5,1,0.5,8.01,5.76,0.3,48.07,138,151,12,19,2,17,1092
13.7,1,38.5,0,0.5,7.85,0,0.3,47.15,87,138,5,16,2,6,2614
12.1,1,34.5,0.5,0.5,8.95,0,0.3,44.75,161,138,7,27,4,4,1611
17.38,1,53.5,0,0.5,10.86,0,0.3,65.16,50,210,9,2,6,10,3699.000000000001
11.7,1,33.5,0,0.5,7,0,0.3,41.3,132,265,1,16,1,14,1539
2.6,1,21.5,0,0.5,4.45,0,0.3,26.75,107,48,10,3,2,15,1946
15.1,1,59,0,0,19,16.7,0.3,95,148,1,5,3,3,6,2350
0.19,1,3,1,0.5,0.96,0,0.3,5.76,239,238,7,27,4,16,1514
11.8,1,37.5,0,0.5,7,5.76,0.3,51.06,138,164,3,8,3,8,2745
0.2,1,3,0,0.5,0,0,0.3,3.8,211,211,2,17,5,19,1353
10.67,1,34.5,0,0.5,7.06,0,0.3,42.36,138,79,3,4,6,14,3275
10.5,3,37.5,0,0.5,0,5.76,0.3,44.06,142,138,4,19,3,10,35
10,2,47,1,0.5,0,5.76,0.3,54.56,138,230,10,19,4,16,54
5.4,1,22.5,0,0.5,5.8,0,0.3,29.1,237,168,10,16,1,10,1767
8.84,1,26.5,0,0.5,4,0,0.3,31.3,263,65,10,11,3,9,2306
9.77,2,40,1,0.5,0,0,0.3,41.8,161,134,7,30,0,16,1767
6.2,1,27.5,0.5,0.5,7.2,0,0.3,36,100,37,10,16,1,23,2326
12.56,1,34.5,0.5,0.5,8.31,5.76,0.3,49.87,138,224,5,23,2,22,2026
5.17,1,25.5,0.5,0.5,8.04,0,0.3,34.84,114,61,9,21,4,20,2413
6.6,1,25,1,0.5,5.35,0,0.3,32.15,233,25,4,5,3,15,996
12.25,1,38,0.5,0.5,4.5,0,0.3,43.8,158,127,11,7,2,22,1883
13.63,1,38.5,0,0.5,7.86,0,0.3,47.16,132,223,6,3,6,19,1957
11.9,1,42,0,0.5,12.1,5.76,0.3,60.66,138,48,10,3,2,14,3023
13.41,1,39,0,0.5,9.11,5.76,0.3,54.67,231,138,6,15,4,11,1988
10.95,1,33,0.5,0.5,22.52,0,0.3,56.82,211,165,8,18,5,1,1788
0.6,2,2.5,0,0.5,0,0,0.3,3.3,163,163,3,19,0,8,2506
8.5,1,30,0,0.5,7.3,5.76,0.3,43.86,138,161,11,6,1,17,2503
3.3,1,23,0,0.5,4,0,0.3,27.8,113,43,5,24,3,14,3412
6.42,1,25,0.5,0.5,5.26,0,0.3,31.56,90,181,3,6,1,23,2282
8.35,1,24,0.5,0.5,6.21,5.76,0.3,37.27,138,162,8,19,6,23,1317
8.38,1,27.5,0,0.5,6.81,5.76,0.3,40.87,138,164,6,6,2,15,2151
8.8,1,26,0.5,0.5,5.45,0,0.3,32.75,138,97,2,7,2,21,1285
8.3,1,28,1,0.5,5.95,0,0.3,35.75,237,231,4,25,2,19,2198
6.7,1,24.5,0.5,0.5,5.15,0,0.3,30.95,100,181,7,6,4,0,899
4.5,1,21.5,0,0.5,5.55,0,0.3,27.85,229,144,3,9,4,14,1999
8.17,1,29.5,0,0.5,6.06,0,0.3,36.36,238,20,6,14,3,14,1716
7.35,1,25.5,0,0.5,5.26,0,0.3,31.56,162,138,10,3,2,12,2093
8.7,1,28,0.5,0.5,7,5.76,0.3,42.06,238,129,5,12,5,23,1584
6.82,1,24.5,0.5,0.5,5.16,0,0.3,30.96,125,85,11,5,0,5,1128
7.2,1,22,0.5,0.5,2.5,0,0.3,25.8,52,170,3,16,4,5,1361
5.69,1,22,0.5,0.5,4.66,0,0.3,27.96,211,239,9,11,1,20,1495
8.7,1,30,0,0.5,7.31,5.76,0.3,43.87,138,186,3,27,1,14,1520
21.33,1,76.5,0,0,10,20.5,0.3,107.3,236,1,9,1,5,17,3107
0.3,1,3,0,0.5,0.38,0,0.3,4.18,238,239,4,3,1,13,1745
6.48,2,24.5,0.5,0.5,0,0,0.3,25.8,164,13,7,19,3,20,1787
9.27,1,36.5,0,0.5,8.61,5.76,0.3,51.67,138,100,10,16,1,13,2162
9.2,1,30.5,0.5,0.5,9.5,0,0.3,41.3,48,97,10,6,5,2,1893
9.93,1,28.5,0,0.5,7.01,5.76,0.3,42.07,138,208,12,20,3,10,2894
12.11,1,42,0,0.5,6,0,0.3,48.8,138,37,6,25,0,10,2384
13.74,1,50.5,0,0.5,7.5,0,0.3,58.8,132,65,7,17,1,10,2397
8.7,1,25.5,0,0.5,6.4,5.76,0.3,38.46,138,229,4,7,5,12,71
10.92,1,31.5,0.5,0.5,4,0,0.3,36.8,233,228,10,15,0,23,1911
9.58,1,28.5,0,0.5,7.01,5.76,0.3,42.07,138,229,7,29,6,14,1331
6.37,1,22.5,0,0.5,4.66,0,0.3,27.96,209,239,2,17,5,8,2459
9.17,1,35,0,0.5,8.31,5.76,0.3,49.87,138,164,6,27,2,11,98
10.63,1,44,0,0.5,0,5.76,0.3,50.56,90,61,10,20,5,14,2124
7.56,1,25,0.5,0.5,5.26,0,0.3,31.56,97,100,5,15,1,23,1784
5,1,21.5,0.5,0.5,4.55,0,0.3,27.35,239,144,10,15,0,20,4569
9.62,1,39.5,1,0.5,9.41,5.76,0.3,56.47,138,107,3,16,4,18,1646
13.98,1,43,0,0.5,9.91,5.76,0.3,59.47,138,249,10,17,2,9,1105
17.62,1,68.5,0,0,16.96,16,0.3,101.76,230,1,3,27,1,15,1734
6.2,1,23.5,0.5,0.5,4.75,0,0.3,29.55,79,239,1,17,2,23,1312
8.28,1,34,0.5,0.5,7.06,0,0.3,42.36,186,223,3,15,3,21,1673
22.3,1,60.5,0.5,0.5,10,0,0.3,71.8,132,40,3,8,3,6,2179
8.12,2,23.5,0,0.5,0,0,0.3,24.3,132,139,6,28,3,12,1711
9.6,1,30.5,1,0.5,7.6,5.76,0.3,45.66,138,151,2,7,2,18,3622
11.53,2,31,0,0.5,0,0,0.3,31.8,132,138,3,18,6,9,1729
8.37,1,28.5,0.5,0.5,5.96,0,0.3,35.76,158,72,3,6,1,0,2146
11.33,1,32.5,0.5,0.5,7.91,5.76,0.3,47.47,138,243,3,24,5,22,99
5.8,1,24,0,0.5,4.95,0,0.3,29.75,162,87,5,24,3,13,2204
9.84,1,29.5,0,0.5,6.06,0,0.3,36.36,138,64,5,4,4,14,1386
6.3,1,26,0,0.5,5.36,0,0.3,32.16,107,97,9,14,4,15,1219
8.5,1,30,0.5,0.5,7.8,0,0.3,39.1,141,40,3,15,3,20,1443
10.2,1,38,1,0.5,15,5.76,0.3,60.56,138,48,5,15,1,16,1139
6.8,1,22.5,0.5,0.5,4.75,0,0.3,28.55,246,41,6,26,1,20,1901
10.1,2,29,0,0.5,0,2.64,0.3,32.44,238,200,3,19,0,10,1695
3.32,1,23,0,0.5,5.95,0,0.3,29.75,234,142,11,7,2,11,2702
8.43,1,24,0,0.5,4,0,0.3,28.8,262,13,12,20,3,10,1496
20.11,1,77.5,0,0,17.66,10.5,0.3,105.96,238,1,4,3,1,14,2002
6.5,1,21.5,0.5,0.5,4,0,0.3,26.8,145,24,3,8,3,3,2392
9.7,1,36.5,1,0.5,8.81,5.76,0.3,52.87,138,234,8,9,3,17,1314
6.46,1,29,0.5,0.5,6.06,0,0.3,36.36,186,17,3,6,1,21,69
6.8,1,22,0,0.5,4.55,0,0.3,27.35,262,88,10,17,2,8,1607
13.6,1,41.5,0.5,0.5,8.55,0,0.3,51.35,132,190,7,28,5,1,1860
8.4,1,37.5,0,0.5,8,0,0.3,46.3,13,188,3,18,6,6,1113
6.6,1,29.5,0,0.5,6.05,0,0.3,36.35,249,236,6,3,6,15,1836
11.39,1,36,0.5,0.5,7.46,0,0.3,44.76,151,52,2,4,6,23,1809
0.1,2,3,0,0.5,0,0,0.3,3.8,41,41,3,10,5,7,1407
6.15,1,22,0,0.5,4.56,0,0.3,27.36,151,79,9,1,5,7,1975
8.74,1,27,0.5,0.5,5.66,0,0.3,33.96,186,244,10,14,6,22,1664
4.04,1,22,0,0.5,0,0,0.3,22.8,164,238,6,18,0,14,1276
5.99,1,22,0.5,0.5,4.66,0,0.3,27.96,100,166,1,18,3,20,1695
7,1,27,0.5,0.5,5.65,0,0.3,33.95,68,223,1,6,5,23,952
8.3,1,28.5,0.5,0.5,5.95,0,0.3,35.75,161,243,2,14,2,20,2149
4.2,1,29,0,0.5,5.95,0,0.3,35.75,264,264,11,30,4,12,2755
10.91,1,36.5,0,0.5,0,5.76,0.3,43.06,261,39,12,11,1,13,2309
10.1,1,29.5,0,0.5,6.05,0,0.3,36.35,138,25,10,27,5,18,1296
8.58,1,28,0,0.5,4.32,0,0.3,33.12,229,138,6,4,0,11,1415
9.13,1,30,1,0.5,7.51,5.76,0.3,45.07,138,236,5,2,2,16,1011
11.12,1,35,0,0.5,10.39,5.76,0.3,51.95,230,138,10,3,2,14,25
9.3,1,31.5,0,0.5,7.6,5.76,0.3,45.66,138,107,2,5,0,13,1686
10.25,1,30,0,0.5,6.16,0,0.3,36.96,125,138,3,7,2,6,1723
11.37,1,37.5,0,0.5,8.81,5.76,0.3,52.87,230,138,8,22,2,10,1853
17.72,1,67,0,0,20.7,15.5,0.3,103.5,230,1,6,23,5,8,2159
12.3,1,37.5,0.5,0.5,11.1,5.76,0.3,55.66,138,50,4,5,3,21,1498
13.45,2,38,0.5,0.5,0,0,0.3,39.3,100,60,1,19,4,18,1566
7.43,1,33.5,1,0.5,0,0,0.3,35.3,140,82,5,16,2,18,2133
9.7,3,36,1,0.5,0,0,0.3,37.8,75,208,9,4,1,17,1132
10.2,1,32,0.5,0.5,7.81,5.76,0.3,46.87,138,161,10,16,1,23,1709
3.32,1,23.5,0,0.5,4.86,0,0.3,29.16,239,164,11,6,1,10,2495
13.3,1,36,0,0.5,4,2.64,0.3,43.44,246,200,10,28,6,6,1296
10.13,1,39,0,0.5,9.11,5.76,0.3,54.67,113,138,6,6,2,14,1706
4.5,1,22.5,0,0.5,4.65,0,0.3,27.95,87,163,7,17,1,12,2203
10.3,1,37,1,0.5,8.9,5.76,0.3,53.46,161,138,7,27,4,17,61.00000000000001
10.1,1,35,1,0.5,10.6,5.76,0.3,53.16,79,89,10,12,4,18,2018
14.3,1,44,0.5,0.5,9.05,0,0.3,54.35,132,7,8,16,3,23,1300
7.5,1,33,0,0.5,8.45,0,0.3,42.25,186,33,9,14,4,14,2350
7.9,2,25.5,0,0.5,0,0,0.3,26.3,263,87,10,18,3,9,2125
8.81,1,32.5,0,0.5,9.99,0,0.3,43.29,230,65,11,29,3,8,2071
11.63,1,34,0,0.5,8.11,5.76,0.3,48.67,138,224,5,14,0,8,1594
8.4,1,32.5,1,0.5,6.85,0,0.3,41.15,186,54,4,3,1,19,3284
3.54,1,23,1,0.5,0,0,0.3,24.8,237,90,11,8,3,17,2027
26.79,1,73.5,0,0.5,0,0,0.3,74.3,246,91,3,18,6,10,2166
14.41,1,43,0,0.5,8.76,0,0.3,52.56,138,177,3,16,4,14,3115
3.6,1,21.5,0,0.5,4.46,0,0.3,26.76,238,233,6,4,0,8,2224
6.41,1,25,0,0.5,0,0,0.3,25.8,137,112,9,5,2,9,2125
9.5,1,30,0,0.5,4,5.76,0.3,40.56,230,138,4,2,0,7,1682
6.43,1,24.5,0,0.5,5.06,0,0.3,30.36,236,249,10,17,2,10,1763
19.29,1,51.5,0.5,0.5,10.56,0,0.3,63.36,132,97,2,14,2,23,1429
3.8,1,22,0,0.5,5.7,5.76,0.3,34.26,140,194,5,2,2,15,25
9.04,1,27,0.5,0.5,6.81,5.76,0.3,40.87,138,68,9,23,6,22,1837
7.87,1,26.5,0.5,0.5,6.71,5.76,0.3,40.27,68,82,6,5,1,22,1270
10.88,1,31,0,0.5,7.51,5.76,0.3,45.07,138,170,6,24,6,10,2482
10.99,1,33.5,0,0.5,8.01,5.76,0.3,48.07,138,162,4,17,1,12,1625
16.7,1,73,0,0,4,18,0.3,95.3,264,264,8,16,3,15,2253
5.9,1,28.5,0,0.5,7.3,0,0.3,36.6,13,137,9,12,2,10,1372
9.5,1,30.5,0,0.5,9.25,5.76,0.3,46.31,138,239,3,29,3,11,3131
10.62,1,38,0,0.5,10,5.76,0.3,54.56,161,138,4,16,0,11,2476
11.97,1,45.5,0,0.5,10.41,5.76,0.3,62.47,138,100,3,8,3,8,1109
6.4,1,24,0,0.5,6.2,0,0.3,31,161,255,7,4,2,17,1943
11.96,1,35,0,0.5,6,5.76,0.3,47.56,138,137,11,28,2,7,1899
4.01,1,22,0,0.5,4.56,0,0.3,27.36,33,107,10,3,2,7,1323
11.2,1,37,0,0.5,10.89,5.76,0.3,54.45,138,163,4,16,0,12,1495
10,1,28.5,0.5,0.5,7.11,5.76,0.3,42.67,138,233,2,6,1,21,1262
11.15,1,31,0,0.5,6.36,0,0.3,38.16,132,160,6,24,6,7,1228
9.94,1,34.5,0,0.5,8.21,5.76,0.3,49.27,138,229,4,17,1,10,1486
9.2,1,28.5,0,0.5,7.01,5.76,0.3,42.07,138,235,1,28,6,15,1481
7.9,1,22.5,1,0.5,7.5,5.76,0.3,37.56,138,170,5,1,1,18,2322
10.56,1,38,0,0.5,8.91,5.76,0.3,53.47,138,229,9,12,2,10,2463
6.1,1,21.5,0.5,0.5,4.55,0,0.3,27.35,249,228,2,5,0,22,2731
0.3,1,3,0,0.5,0.75,0,0.3,4.55,151,24,10,28,6,12,2026
10.1,1,30.5,1,0.5,6.5,5.76,0.3,44.56,138,224,4,6,4,16,2019
10.5,1,31.5,0,0.5,7.61,5.76,0.3,45.67,138,239,7,29,6,12,1442
8.4,2,26,0.5,0.5,0,0,0.3,27.3,132,196,3,8,3,20,2241
5.94,1,21.5,0.5,0.5,4.56,0,0.3,27.36,161,255,3,28,2,22,2356
21,1,72,1,0.5,13.66,17.28,0.3,104.74,48,221,10,5,4,17,1836
5.58,1,23.5,0,0.5,4.86,0,0.3,29.16,231,239,6,23,5,18,1648
10.56,1,30.5,0.5,0.5,6.36,0,0.3,38.16,163,138,2,16,4,5,1761
9.5,1,35,0,0.5,8.3,5.76,0.3,49.86,100,138,11,7,2,15,1551
20.1,1,58.5,0.5,0.5,8.97,0,0.3,68.77,249,200,10,27,5,22,1439
11.5,1,32.5,0,0.5,6.65,0,0.3,39.95,138,52,7,29,6,9,2305
5.9,1,25.5,0.5,0.5,5.35,0,0.3,32.15,246,49,3,6,1,20,1097
6.74,1,24,0,0.5,7.44,0,0.3,32.24,161,209,5,14,0,13,2724
17.08,1,65.5,1,0,19.32,10.5,0.3,96.62,230,1,9,25,1,19,2794
8.5,1,25,0.5,0.5,6.4,5.76,0.3,38.46,138,107,5,15,1,23,3407
9.27,1,32.5,0,0.5,7.81,5.76,0.3,46.87,138,162,2,5,0,9,1782
5.4,1,23,1,0.5,4.95,0,0.3,29.75,164,24,7,5,3,15,1710
20.57,1,56.5,0.5,0.5,11.56,0,0.3,69.36,132,181,11,17,5,1,1577
6.33,1,24,0.5,0.5,0,0,0.3,25.3,90,202,5,26,5,20,1226
2,1,21.5,0,0.5,4.45,0,0.3,26.75,230,140,9,23,6,17,3686.000000000001
10.9,2,36,0,0.5,0,5.76,0.3,42.56,144,138,10,29,0,12,57
8.6,1,32.5,1,0.5,6.86,0,0.3,41.16,138,49,5,22,1,17,2553
6.65,1,25,1,0.5,5.36,0,0.3,32.16,229,66,9,13,3,18,2061
13.47,2,39.15,0,0.5,0,0,0.3,39.95,140,51,12,12,2,23,2825
8.92,1,25.5,1,0.5,6.61,5.76,0.3,39.67,138,233,2,6,1,19,1445
11.02,1,35.5,1,0.5,11.19,0,0.3,48.49,132,61,10,16,1,17,1544
8.5,1,26,1,0.5,6.7,5.76,0.3,40.26,233,138,10,12,4,18,2083
12.09,1,34,0.5,0.5,8.21,5.76,0.3,49.27,138,161,2,6,1,21,1805
9.4,1,37,0,0.5,8.71,5.76,0.3,52.27,138,162,3,16,4,10,2696
5.1,1,22,1,0.5,4.75,0,0.3,28.55,166,164,1,16,1,18,1463
10.7,1,30.5,0,0.5,7.41,5.76,0.3,44.47,138,229,9,23,6,12,2290
0.2,1,3,0,0.5,0.75,0,0.3,4.55,137,233,3,28,2,7,1615
9.7,2,31,0.5,0.5,0,0,0.3,32.3,50,225,7,8,6,2,3845.000000000001
5.5,1,22.5,0.5,0.5,6,0,0.3,29.8,234,49,1,19,4,22,2864
11.7,1,40,0.5,0.5,11.75,5.76,0.3,58.81,138,230,7,4,2,22,1474
12.88,1,42,0,0.5,9.71,5.76,0.3,58.27,88,138,8,16,3,15,2431
10.4,1,34.5,0.5,0.5,10.7,0,0.3,46.5,230,181,3,16,4,21,1221
15.61,1,47,1,0.5,8.18,5.76,0.3,64.69,13,138,5,4,4,18,1019
11.3,1,34.5,0,0.5,3.5,5.76,0.3,44.56,138,163,3,8,3,12,3105
11.2,1,32,0.5,0.5,7.8,5.76,0.3,46.86,138,161,1,7,6,21,1445
8.49,1,28,0.5,0.5,5.86,0,0.3,35.16,237,40,2,14,2,22,1912
10.3,1,31.5,0.5,0.5,6.55,0,0.3,39.35,231,243,4,16,0,23,2004
8.82,1,28,0.5,0.5,8.76,5.76,0.3,43.82,138,262,8,30,3,21,1866
6.8,2,22,0.5,0.5,0,0,0.3,23.3,48,25,9,6,3,5,2010
9.08,1,27,0,0.5,6.71,5.76,0.3,40.27,138,170,3,26,0,13,2128
26.95,1,77.5,0,0.5,15.66,0,0.3,93.96,132,257,2,16,4,11,2281
8.41,1,28,0.5,0.5,7.32,0,0.3,36.62,100,52,11,16,4,20,1302
8.6,1,26,0,0.5,6.51,5.76,0.3,39.07,138,141,3,25,6,13,1426
13.46,1,43.5,0,0.5,0,0,0.3,44.3,229,181,12,26,2,13,3237
4.7,1,26,0.5,0.5,4,0,0.3,31.3,234,255,3,17,5,0,1766
8.67,1,26,0.5,0.5,4.1,0,0.3,31.4,140,40,10,2,1,22,1376
10.83,1,31,0.5,0.5,7.61,5.76,0.3,45.67,138,230,2,26,0,21,3106
5.71,1,22.5,0.5,0.5,4.76,0,0.3,28.56,161,223,5,25,4,1,1714
12.39,2,39,0,0.5,0,5.76,0.3,45.56,230,138,2,9,4,11,895
9.15,1,33,0,0.5,7,5.76,0.3,46.56,138,164,2,27,1,13,3002
11.49,1,32.5,0,0.5,7.81,5.76,0.3,46.87,138,162,7,5,3,11,1029
16.4,1,64.5,0,0,16.35,17.1,0.3,98.25,68,1,7,28,5,16,235.00000000000003
11.69,1,39.5,0,0.5,8,5.76,0.3,54.06,138,161,2,16,4,9,73
11.86,1,38,0,0.5,11.14,5.76,0.3,55.7,234,138,2,25,6,14,1042
7.2,1,22.5,0,0.5,4.66,0,0.3,27.96,229,138,3,18,6,7,1876
7.1,1,28.5,0,0.5,4.4,0,0.3,33.7,179,198,8,29,2,14,2020
10,1,32,0,0.5,11.55,5.76,0.3,50.11,138,239,3,25,6,18,1949
8.73,1,37,0,0.5,7,5.76,0.3,50.56,138,186,6,25,0,12,1309
7.78,2,26,0,0.5,0,0,0.3,26.8,233,158,6,8,4,10,1600
7.18,1,21.5,0,0.5,4.46,0,0.3,26.76,262,87,8,20,0,8,1587
0.14,2,2.5,0.5,0.5,0,0,0.3,3.8,239,239,3,9,4,20,1800
7.28,1,23,0.5,0.5,6.01,5.76,0.3,36.07,229,36,8,7,1,21,1727
14.6,2,53.5,1,0.5,0,5.76,0.3,61.06,100,76,9,4,1,18,1553
6.2,1,27,0,0.5,5.55,0,0.3,33.35,158,141,11,6,1,17,1832
10.8,1,33,0,0.5,9.85,5.76,0.3,49.41,138,233,3,28,2,15,2049
10.9,1,32,1,0.5,7.91,5.76,0.3,47.47,138,230,4,16,0,19,1186
0.18,2,3,0,0.5,0,0,0.3,3.8,263,263,4,18,2,10,59.00000000000001
12.33,2,35.5,0.5,0.5,0,5.76,0.3,42.56,246,138,2,19,0,4,2175
7.7,2,25.5,0.5,0.5,0,0,0.3,26.8,132,265,3,11,6,0,29.000000000000004
6.1,2,25.5,1,0.5,0,0,0.3,27.3,13,170,11,8,3,18,2086
6.4,1,26.5,1,0.5,7.05,0,0.3,35.35,87,186,10,2,1,18,1699
15,1,43,0.5,0.5,0,0,0.3,44.3,246,10,6,7,3,4,1442
5.6,1,21.5,0.5,0.5,4.55,0,0.3,27.35,79,17,5,26,5,3,1995
5.9,2,21.5,0.5,0.5,0,0,0.3,22.8,229,173,2,28,2,0,1124
5.78,1,24.5,0.5,0.5,5.16,0,0.3,30.96,234,41,9,23,6,21,2391
9.05,2,31,1,0.5,0,5.76,0.3,38.56,138,243,11,19,0,18,2316
12.7,1,40.5,0,0.5,9.41,5.76,0.3,56.47,138,143,3,4,6,12,68
2.75,1,23,0,0.5,4.76,0,0.3,28.56,239,68,5,25,4,14,1448
7.73,1,25.5,0.5,0.5,6.7,0,0.3,33.5,161,225,3,7,2,21,2473
0.26,2,3,1,0.5,0,0,0.3,4.8,151,151,6,7,3,18,2266
10.6,1,32.5,0,0.5,6.65,0,0.3,39.95,236,3,8,8,2,11,1996
9.5,1,34.5,1,0.5,7.25,0,0.3,43.55,163,138,11,7,2,18,1346
4.36,2,22.5,1,0.5,0,0,0.3,24.3,100,87,5,17,3,17,1305
0.2,1,3,0,0.5,0.75,0,0.3,4.55,238,239,12,10,0,15,1888
5.51,1,22,0,0.5,4,0,0.3,26.8,138,202,1,8,0,15,2217
3.5,1,21.5,0,0.5,6.65,0,0.3,28.95,234,113,6,3,6,14,3568
8.8,1,35,1,0.5,10.6,5.76,0.3,53.16,138,113,12,10,0,16,1631
12.69,2,37.5,1,0.5,0,0,0.3,39.3,96,96,12,12,2,18,2143
5.85,1,24,0.5,0.5,5.06,0,0.3,30.36,49,170,5,5,5,23,4200
10.2,1,30.5,0.5,0.5,7.5,5.76,0.3,45.06,79,192,5,6,6,0,2094
5,1,40,0,0,8.05,0,0.3,48.35,186,265,9,20,3,20,1667
5.4,1,22,1,0.5,4.76,0,0.3,28.56,161,13,4,2,0,16,1981
